conversation_id,speaker_id,start_time,end_time,text,outcome
10542_28,0,1.15,4.21,"Good afternoon, am I speaking with Ms. Carter?",no sale
10542_28,1,4.7,5.41,"Yes, this is she.",no sale
10542_28,0,5.92,10.51,"Hi, Ms. Carter—this is Neil from GreenSpark Energy. I hope you’re having a nice day.",no sale
10542_28,1,11.05,11.75,"Thank you, yes. How can I help you?",no sale
10542_28,0,12.19,17.05,The reason for my call is to let you know about a new energy plan we’re offering—one with a fixed rate and a monthly bill credit for loyal customers like yourself.,no sale
10542_28,1,17.98,19.47,"Hmm, okay, but I’m not really looking to switch providers right now.",no sale
10542_28,0,20.33,25.4,"I understand, totally. Just to clarify, you wouldn’t need to change your utility—this is simply a discount plan that applies to your current energy source. Would it be alright if I share the details?",no sale
10542_28,1,25.99,27.27,"I'm really not interested, thank you.",no sale
10542_28,0,28.14,31.9,"It only takes a minute—right now, you’re paying a variable rate. Our offer locks in the lower price and provides a $7 monthly bill credit, no commitments.",no sale
10542_28,1,32.15,35.02,"Honestly, I’ve had so many calls like this lately. I’d rather stick with what I have for now.",no sale
10542_28,0,35.7,39.98,"Absolutely, I completely understand. If it’s a better rate with less fluctuation each month, would you ever want us to reach out in the future, or should I just mark you as not interested?",no sale
10542_28,1,40.12,42.61,"Just mark me as not interested, please. Thanks for your time.",no sale
10542_28,0,43.37,46.18,"Of course. No problem, Ms. Carter. If anything changes, we’re always here. Have a wonderful afternoon.",no sale
90653_29,0,0.74,3.98,"Good afternoon, is this Ms. Lopez? This is Jonathan with Citywide Energy Solutions.",no sale
90653_29,1,4.1,5.33,"Hi, yes, speaking. How can I help you?",no sale
90653_29,0,5.68,10.03,"Great, thanks for taking my call! I’m reaching out to let you know about our new energy plan that offers up to 12% off your current rate, as well as a $5 monthly bill credit for the first year.",no sale
90653_29,0,10.6,12.49,Can I share a few details to see if this would be a good fit for your household?,no sale
90653_29,1,12.59,15.46,"Um, actually, I’m in the middle of something right now—could you just give me the basics?",no sale
90653_29,0,16.08,20.67,"Absolutely. With the new fixed-rate plan, you'd lock in a lower supply rate for 12 months, and you'd see an immediate discount on your next bill, no extra paperwork required.",no sale
90653_29,1,21.29,23.69,Is this going to switch my energy supplier? Because I had a bad experience last time.,no sale
90653_29,0,24.07,27.24,"We'd remain your supplier but handle your billing directly—your service and reliability stay the same, just at a lower cost.",no sale
90653_29,0,27.51,30.44,"There's no contract or cancellation fee either, so if you ever change your mind, you can return to your previous plan at any time.",no sale
90653_29,1,30.66,35.21,"I appreciate it, but honestly, I’m a little wary of changing anything. Last time I tried a discount plan, my bills ended up higher because of hidden fees.",no sale
90653_29,0,35.87,38.28,I definitely understand your hesitation. There are absolutely no enrollment or surprise charges with our plan.,no sale
90653_29,0,38.94,41.89,"Would it help if I emailed you a breakdown of your projected savings and the plan terms, so you can look them over when you have time?",no sale
90653_29,1,42.5,46.77,"Honestly, I’m just not interested in switching anything right now. I've had enough surprises with utilities.",no sale
90653_29,0,47.36,49.43,"That's completely understandable, Ms. Lopez. Thank you for your time—have a great afternoon.",no sale
82107_30,0,1.25,6.31,"Hello, is this Mr. Lambert? My name is Sarah and I’m calling from Suncrest Energy Solutions.",no sale
82107_30,1,6.4,7.03,"Yes, this is he.",no sale
82107_30,0,7.51,13.12,"Great, thank you! Just to let you know, you’ve been selected for an exclusive enrollment window for our new energy plan that comes with immediate monthly discounts.",no sale
82107_30,1,13.36,15.69,"Ah, okay... I’m not sure I’m interested, but what’s different about it?",no sale
82107_30,0,16.02,22.18,"Absolutely, I’ll keep it brief! This plan offers a guaranteed rate reduction—up to 15% off your standard energy charges for the next year with no annual commitment.",no sale
82107_30,0,22.5,25.52,You also get an extra $5 credit on your first bill as a thank you for being a loyal customer.,no sale
82107_30,1,25.88,29.89,"Yeah, that sounds fine—but I think my current plan is working out already. I usually don’t like to change unless I really need to.",no sale
82107_30,0,30.17,36.77,"Of course, I understand that. Can I ask if you know what rate you’re currently paying per kWh, or about how much your bill was last month? I might be able to show you the exact savings.",no sale
82107_30,1,37.09,41.84,"I don’t have it in front of me honestly, but I remember the bill was just around $80, and I think my rate is locked in until the fall.",no sale
82107_30,0,42.33,46.01,"That makes sense. If you’d like, I could send a quick summary to your email, so you can compare side by side at your convenience.",no sale
82107_30,1,46.45,48.92,"Uh, no, I think I’ll just stick with what I have for now. I’m not looking to make any changes.",no sale
82107_30,0,49.16,51.84,"Understood, Mr. Lambert! Can I put a note to check back in a few months in case your needs change?",no sale
82107_30,1,52.32,54.41,That’s alright. I’ll reach out if anything comes up on my end. Thanks though.,no sale
82107_30,0,54.82,57.9,No problem at all. Thank you so much for your time and have a great rest of your day!,no sale
58231_31,0,1.67,4.25,"Good afternoon, may I speak with Ms. Johnson please?",no sale
58231_31,1,4.37,5.14,"This is she, how can I help you?",no sale
58231_31,0,5.88,11.59,"Hi Ms. Johnson, this is Sean calling from Sunrise Energy. I'm reaching out to let you know about a limited-time energy plan featuring a discount on your monthly bill. Do you have a moment to chat?",no sale
58231_31,1,12.36,13.94,"I can spare a minute, sure.",no sale
58231_31,0,14.45,18.98,"Thank you. I see you’ve been a loyal customer, so you qualify for a new fixed-rate plan at 14 cents per kilowatt-hour, plus an immediate $5 credit for the first month. No contracts or penalties involved. How does that sound?",no sale
58231_31,1,19.27,21.06,Is this the same company I already get power from?,no sale
58231_31,0,21.31,24.89,"It’s still Sunrise Energy, yes. You keep the same provider—only your plan and monthly bill would be lower.",no sale
58231_31,1,25.75,29.46,"Honestly, my bills have been pretty steady, and I’m hesitant to switch anything up. What’s the catch?",no sale
58231_31,0,30.07,34.01,There’s truly no catch—rates stay fixed for a year and you can opt out any time. Most folks see about $12–$15 in savings every month.,no sale
58231_31,1,34.94,37.06,"That sounds good, but I'd have to check with my husband first.",no sale
58231_31,0,37.33,40.61,"Absolutely, I understand. Would you like me to send you the full details by email so you both can review?",no sale
58231_31,1,41.05,41.81,"No, that's alright. We tend to stay as we are.",no sale
58231_31,0,42.39,46.35,"No problem. If you ever change your mind, our offer is available at sunriseenergy.com or you can call us back at this number. Thank you for your time today, Ms. Johnson.",no sale
58231_31,1,46.93,47.98,"Thank you, have a good afternoon.",no sale
23861_32,0,1.05,4.77,"Hello, good afternoon, is this Mr. Lambert?",no sale
23861_32,1,5.2,6.05,"Yes, speaking.",no sale
23861_32,0,6.55,12.61,"Hi Mr. Lambert, this is Michelle from Horizon Energy Solutions. How are you today?",no sale
23861_32,1,13.07,14.9,"I’m doing well, thanks. What’s this in reference to?",no sale
23861_32,0,15.25,21.8,I’m reaching out because we have a special offer for customers in your area: a new energy plan that includes guaranteed savings of 7% off your current electricity rate for the next 12 months.,no sale
23861_32,0,22.01,25.24,"There’s no setup fee, and you can cancel at any time. Would you be interested in hearing the details?",no sale
23861_32,1,26.02,28.41,"Hmm, I’m not sure—I already have an energy plan I’m happy with.",no sale
23861_32,0,28.97,36.16,"That’s great to hear! May I ask if you know your current per-kilowatt-hour rate, just to check if our fixed rate could be more advantageous for you?",no sale
23861_32,1,37.1,39.08,I think I’m paying around 13 cents per kilowatt-hour. It’s been stable for the last year.,no sale
23861_32,0,39.62,44.59,"Thanks for sharing that. Our plan currently offers a 12.5 cent fixed rate, and you'd also get a $50 bill credit applied over the first year.",no sale
23861_32,0,45.13,49.02,We can take care of the switch completely for you. Does that sound like something you’d consider?,no sale
23861_32,1,49.57,53.62,"I appreciate the offer, but I’m not really looking to make any changes at the moment. My current provider just renewed me at this rate.",no sale
23861_32,0,54.11,59.0,"No problem at all, Mr. Lambert. If you’re ever reconsidering—or if rates go up—would it be alright for me to follow up in a few months?",no sale
23861_32,1,59.61,61.8,That’s fine. You can call back in a few months if you’d like.,no sale
23861_32,0,62.15,64.78,"Thank you for your time, Mr. Lambert. Have a wonderful afternoon!",no sale
29538_33,0,1.05,5.32,"Good afternoon, am I speaking with Mr. Ramirez?",no sale
29538_33,1,5.67,8.11,"Yes, this is Mr. Ramirez.",no sale
29538_33,0,8.65,13.92,"Hi Mr. Ramirez, my name is Sonia from BrightChoice Energy. How are you today?",no sale
29538_33,1,14.47,17.88,"I’m fine, thank you. Is this about my account?",no sale
29538_33,0,18.14,26.01,Sort of! I'm actually calling because we're offering a new energy plan with a special discount for loyal customers like you. You could save up to 12% on your next few bills.,no sale
29538_33,1,26.89,30.13,"Oh, I see. Could you tell me a little bit more about how this discount works?",no sale
29538_33,0,30.97,37.51,"Of course! The plan locks in a lower rate per kilowatt hour for the next year, and we’re waiving enrollment fees. No contract lock-in either, so you can cancel anytime.",no sale
29538_33,1,37.92,40.07,Is there a catch on the price after the first year?,no sale
29538_33,0,40.32,45.24,"That’s a great question. After twelve months, the plan can be renewed, but the rate is subject to an adjustment based on the market. We’ll always notify you first.",no sale
29538_33,1,45.97,49.1,"Honestly, I’m a little hesitant to switch. I just renewed my current rate with another provider last month.",no sale
29538_33,0,49.64,54.37,"I understand, Mr. Ramirez. Many of our customers felt the same way but found the savings helpful. Would you want me to compare your last bill so we can see what you'd actually save?",no sale
29538_33,1,55.02,57.03,"I don’t have a bill in front of me right now, sorry.",no sale
29538_33,0,57.39,61.27,"No worries! I can send you an email with the information, or we can schedule a time to walk through your usage together. What works for you?",no sale
29538_33,1,61.87,64.41,I think I’d like to stick with what I have right now.,no sale
29538_33,0,64.87,67.44,"Of course, I appreciate your time, Mr. Ramirez. If things change, you know where to reach us.",no sale
38501_34,0,2.25,7.15,"Good afternoon, is this Ms. Rodriguez? This is Daniel calling from Northlight Energy.",no sale
38501_34,1,7.4,8.55,"Hi, yes, speaking. What can I help you with?",no sale
38501_34,0,9.1,13.8,"I'm reaching out because, as a valued customer, you qualify for our new energy plan with special introductory discounts. May I give you a quick overview?",no sale
38501_34,1,14.2,15.36,"Sure, but I should let you know I’m not looking to change anything right now.",no sale
38501_34,0,16.0,20.51,No problem at all. Just briefly: our new SmartSave plan locks in a lower rate for six months and includes a 7% discount for enrolling online today.,no sale
38501_34,0,21.02,24.38,"If you don’t mind me asking, are you satisfied with your current energy costs?",no sale
38501_34,1,24.67,26.93,"To be honest, I haven’t really compared recently, but it works for me.",no sale
38501_34,0,27.14,31.29,"Understood. Many customers don’t realize how much they could save monthly by switching. For most households, we’re seeing an average reduction of $15–20 per bill with this plan.",no sale
38501_34,1,31.92,33.78,"I appreciate you calling, but I’m really busy and not planning to switch right now.",no sale
38501_34,0,34.18,37.9,"Absolutely, I respect your time. Could I at least email you the offer in case you want to review the details later?",no sale
38501_34,1,38.35,41.92,"No thank you, I’d rather not receive any marketing emails. If I decide to look, I’ll check your website directly.",no sale
38501_34,0,42.15,45.97,"Of course, that’s entirely up to you. If anything changes on your end, just remember the SmartSave plan is available anytime on our site.",no sale
38501_34,1,46.21,47.63,"Thanks, Daniel. Have a good day.",no sale
38501_34,0,47.99,49.46,"Thanks for your time, Ms. Rodriguez. Take care.",no sale
52934_35,0,1.25,5.02,"Good afternoon, this is Daniel from GreenSpark Energy. May I speak with Karen Ortiz?",no sale
52934_35,1,5.14,6.01,"Hi, this is Karen speaking.",no sale
52934_35,0,6.27,12.18,"Hi Karen, thanks so much for taking my call. The reason I’m reaching out is that we’re currently offering an exclusive energy plan featuring monthly discounts tailored to your household usage.",no sale
52934_35,0,13.02,18.45,"Given your current plan, I noticed you’re paying approximately $95 each month. With this offer, you could have your rate lowered automatically if market prices drop, and receive a recurring $8 credit. May I share more details?",no sale
52934_35,1,19.09,20.6,"Thanks, but I’m actually happy with my current rates.",no sale
52934_35,0,21.21,26.38,"I understand completely. May I ask, do you happen to know your current kilowatt-hour rate? Sometimes we can beat it even without switching your provider.",no sale
52934_35,1,27.14,29.31,"To be honest, I don’t track it, but I’m not looking to change things right now.",no sale
52934_35,0,29.92,34.67,"That’s totally fair. Just to be sure—there’s absolutely no commitment and no fee to review your options, and any rate drop would transfer automatically.",no sale
52934_35,1,35.23,37.17,"I appreciate the offer, but I’m going to stick with what I have for now.",no sale
52934_35,0,37.62,40.93,"Of course, no problem at all. Would you like me to send you an email with the details in case you reconsider in the future?",no sale
52934_35,1,41.11,42.13,"No thanks, I’m good. But I appreciate you reaching out.",no sale
52934_35,0,42.65,45.36,"Absolutely, Karen. Thanks for your time, and have a wonderful rest of your day.",no sale
48574_36,0,0.82,4.31,"Good afternoon, this is Marcus from Greenwave Energy. Am I speaking with Ms. Lopez?",no sale
48574_36,1,4.49,5.13,"Hi, yes, this is her.",no sale
48574_36,0,5.99,9.44,Fantastic! I’ll keep this brief. We have a new energy plan with a guaranteed rate and monthly discounts for loyal clients. Are you open to hearing a quick summary?,no sale
48574_36,1,10.01,11.02,"Alright, sure. Go ahead.",no sale
48574_36,0,11.35,18.98,"Thank you! With the Greenwave Saver Plan, you lock in a fixed rate on electricity for a year. We're offering a $7 discount each month on your bill and a one-time $30 sign-up bonus. All this, with no contract lock-in or exit fees.",no sale
48574_36,1,19.23,21.06,Hmm. What's the rate compared to what I'm paying now?,no sale
48574_36,0,21.75,26.85,"Great question. On your most recent bill, you were charged $0.15 per kWh. Our plan offers $0.132 per kWh, so you'd see a savings, plus the ongoing monthly discount.",no sale
48574_36,1,27.53,31.99,"I don’t know… It sounds good, but I just switched providers last month. I’m kind of locked in for now.",no sale
48574_36,0,32.5,36.71,"I understand. If there’s a penalty to leave early, I’d hate for you to pay that. Just so you know, our plan has no switching fee, so you could come back anytime.",no sale
48574_36,1,37.16,41.45,"That’s helpful, thank you. But I think for now, I’ll have to pass. Maybe I’ll look into it when my contact runs out.",no sale
48574_36,0,41.93,45.65,"No problem at all, Ms. Lopez. I’ll keep you on our contact list—would you like me to send you a summary by email to have on hand?",no sale
48574_36,1,46.04,47.29,"No, that's okay. I’ll reach out if I’m interested.",no sale
48574_36,0,47.41,49.02,"Absolutely. Thanks for your time, and have a great afternoon.",no sale
89352_37,0,1.12,4.58,"Good afternoon, may I speak with Ms. Carpenter please?",no sale
89352_37,1,5.03,6.21,This is she. Who's calling?,no sale
89352_37,0,6.61,11.77,"Hi, Ms. Carpenter! My name is Kyle from Sunwise Energy. The reason for my call is to let you know about a new energy plan with some great discounts we've just launched.",no sale
89352_37,1,12.18,16.5,"Thanks, but I'm pretty happy with my current provider, to be honest.",no sale
89352_37,0,16.82,22.79,I completely understand! May I ask if you're open to seeing if you could lower your monthly bill? There’s no obligation—just some updated options because rates have changed recently.,no sale
89352_37,1,23.12,26.21,"Rates are always changing, but I locked in a fixed rate until late next year, so I’m set for now.",no sale
89352_37,0,26.58,32.91,"Absolutely, contracts are helpful for stability. Our plan can start after your lock-in ends or run as a secondary, so there’s no need to lose benefits for switching early.",no sale
89352_37,1,33.44,35.21,"That’s okay, I’m not looking to make any changes.",no sale
89352_37,0,35.71,40.07,"Understood! Just to share: our current promotion is a 14% discount for six months, and there’s a one-time bill credit.",no sale
89352_37,1,40.2,43.41,"I appreciate you letting me know, but I’m happy where I am for now. Thanks anyway.",no sale
89352_37,0,43.6,47.68,"No problem at all, Ms. Carpenter. If you’d like, I can send a summary of the offer to your email, so you have it when your contract comes up for renewal?",no sale
89352_37,1,48.13,50.13,"No, that's fine. I prefer not to get more promotional emails right now.",no sale
89352_37,0,50.45,54.08,"Absolutely, I understand. Thank you for your time today. If things change, Sunwise will be here.",no sale
89352_37,1,54.42,55.63,Thank you. Have a great day.,no sale
92837_38,0,2.2,6.0,"Good afternoon, is this Mr. Reynolds? My name is Sarah with Northern Energy Solutions.",no sale
92837_38,1,6.03,8.0,"Yes, this is Jason Reynolds speaking. How can I help you?",no sale
92837_38,0,8.22,14.01,"Thank you, Jason. I'm calling because we recently launched a new energy plan featuring a fixed rate and some exclusive discounts for customers in your area.",no sale
92837_38,0,14.18,18.56,May I ask if you've looked at your most recent electric bill? Many of our customers have noticed rates creeping up.,no sale
92837_38,1,19.01,22.61,"Honestly, I haven't paid close attention, but I don't think my rate is very high. I'm pretty satisfied with my provider.",no sale
92837_38,0,22.8,27.37,"That's great to hear! Just to share, our new plan actually has no time-of-use surcharges and comes with a $7 monthly discount for the first year—no contract required.",no sale
92837_38,0,27.75,31.23,Would you be open to hearing a bit more about how the plan works and how it could lower your monthly payment?,no sale
92837_38,1,31.99,35.18,"I appreciate the offer, but I actually just renewed with my supplier last month to lock in another 12-month deal.",no sale
92837_38,0,35.56,38.23,"Completely understandable. Our plan does work as a switch—same utility, just better rates through us.",no sale
92837_38,1,38.5,41.92,"Yeah, I think I'll stick with what I have for now. I don't want to deal with any switch-over complications.",no sale
92837_38,0,42.18,46.74,"No problem at all, Jason. If you'd ever like a free quote or want to see a comparison with your current bill, we can send one over by email—no obligation.",no sale
92837_38,1,47.23,49.67,Thanks for that. I think I'm okay for now.,no sale
92837_38,0,50.04,52.88,"Of course! I appreciate your time, and have a wonderful evening.",no sale
24561_39,0,1.24,4.15,"Hello, may I please speak with Mr. Thompson?",no sale
24561_39,1,4.43,5.28,This is he.,no sale
24561_39,0,6.01,9.24,"Hi Mr. Thompson, this is Clara with Horizon Energy. How are you doing today?",no sale
24561_39,1,9.95,11.33,"I'm alright, thanks. What's this about?",no sale
24561_39,0,12.05,16.67,"I'm calling because we recently launched a new energy plan that features a significant discount on your electricity rate, with no long-term commitment or interruption in service.",no sale
24561_39,0,17.1,20.98,"You’d continue with the same provider, but at a reduced rate locked in for the next 12 months. May I ask what you’re currently paying per month for energy?",no sale
24561_39,1,21.3,24.02,"Honestly, I’m not sure off the top of my head. I think somewhere around $90?",no sale
24561_39,0,24.49,29.25,"Thanks for sharing that. Based on similar customer usage, we’re able to cut that by about 12% on average with this new plan. There’s also an exclusive sign-up bonus applied to your first statement.",no sale
24561_39,0,29.58,32.59,Would you be interested in hearing more details about the offer and seeing if you qualify?,no sale
24561_39,1,33.02,36.55,"To be honest, I’m not really looking to make any changes right now. My current provider has me on a contract until the year’s end.",no sale
24561_39,0,37.19,41.03,"That’s understandable. If I may, our plan can be scheduled to start after your current contract ends and there are no cancellation fees. I can set a reminder for you if you’re interested.",no sale
24561_39,1,41.77,44.13,"Thanks, but I’d rather stick to what I have for now. I don’t want to commit to anything new.",no sale
24561_39,0,44.54,47.88,No problem at all! You can always reach us at this number if things change in the future.,no sale
24561_39,1,48.33,49.21,"Alright, thank you for your call.",no sale
24561_39,0,49.91,52.44,"Thank you for your time, Mr. Thompson. Have a wonderful day.",no sale
23985_40,0,1.0,5.12,"Hello, is this Mr. Campbell? My name is Lisa from Evergreen Utilities—how are you doing today?",no sale
23985_40,1,5.25,6.04,"Hello, yes, this is him. I'm doing fine, thanks.",no sale
23985_40,0,6.07,10.91,Great to hear! I’m actually calling with some updates and an exclusive opportunity for discounts on your home’s energy plan as part of our loyalty rewards. Do you have a minute?,no sale
23985_40,1,11.3,14.11,"Sure, I have a few minutes. What is it about exactly?",no sale
23985_40,0,14.37,19.82,"Perfect! As a long-term customer, you’re now eligible for a new plan featuring a 10% discount for the first year, plus a one-time credit towards your next bill. The plan doesn't require any long-term commitment.",no sale
23985_40,0,20.19,23.06,"Your monthly rate would drop, and the switch is completely seamless on our end.",no sale
23985_40,1,23.2,26.78,"That does sound interesting, but are there any hidden fees or catches I should know about?",no sale
23985_40,0,27.1,31.3,"Not at all—no hidden costs or penalties. You keep your current provider, but we handle the paperwork and apply the discount. You'd see the savings on your next bill automatically.",no sale
23985_40,0,31.68,35.79,Would you like to hear what your new monthly estimate could be under this plan?,no sale
23985_40,1,36.31,40.25,"Honestly, I’m hesitant to make any changes right now. My existing plan works, and I’d rather not risk any surprises with my bills.",no sale
23985_40,0,40.77,45.04,"That’s completely understandable. If it helps, our plan comes with a 30-day cancellation window—no fees, and your old terms snap back into place. Many of our customers appreciate that peace of mind.",no sale
23985_40,1,46.02,48.91,"I appreciate the info, really. For now, I think I’ll stick with my current energy setup.",no sale
23985_40,0,49.22,51.87,"Of course, Mr. Campbell. If you ever reconsider or have questions about your rates, we’re just a quick call away.",no sale
23985_40,1,52.16,53.1,"Thank you, Lisa. Have a good day.",no sale
23985_40,0,53.42,55.94,You too—take care. And thanks again for your time today!,no sale
50783_41,0,1.05,6.17,"Hello, is this Ms. Kelly Ramirez? My name is Sam Parker and I’m calling from SmartSource Energy. How are you today?",no sale
50783_41,1,6.3,8.6,"Hi, yes, this is Kelly. I’m doing well, thanks. Can I help you?",no sale
50783_41,0,9.15,17.11,"Great to hear! I’m reaching out because as a local homeowner, you qualify for our new energy plan with exclusive discounts on your electricity rate, all without changing your current supplier. Do you have a minute for me to explain?",no sale
50783_41,1,17.42,20.11,"I can spare a moment, but I’m a bit busy, so if you could keep it brief, please.",no sale
50783_41,0,20.6,29.32,"Absolutely, I’ll make this quick. Basically, our plan offers a fixed 12-cent per kilowatt-hour rate, averaging about $15 less per month for typical households. Plus, you’ll get an instant $6 credit toward next month’s utility bill.",no sale
50783_41,1,29.9,36.36,"That sounds interesting, but honestly I already switched to a fixed-rate plan earlier this year and I haven’t noticed much difference in my bills.",no sale
50783_41,0,36.8,43.24,That's completely understandable. For some clients it takes a couple of billing cycles to really see the benefit. May I ask what rate you’re currently paying per kilowatt-hour?,no sale
50783_41,1,43.6,48.22,"I think it’s just about 13 cents? I’d have to check my bill to be sure, but it’s not much different from what you’re offering.",no sale
50783_41,0,48.86,57.31,"Got it, so our rate is a full cent below that, and we guarantee it won’t change for 12 months. There’s also no contract or early termination fee—would you like to receive the offer details by email or text to compare?",no sale
50783_41,1,57.71,63.9,"I appreciate it, but I’m not really looking to switch again right now. I’m going to see how things go with my current provider for a while.",no sale
50783_41,0,64.55,69.44,"Totally fair. I’ll make a note not to follow up for a few months. Before I let you go, is there any aspect of your current service you’re unhappy with that I might be able to help address?",no sale
50783_41,1,69.85,73.66,"Not really, no. Thanks for the call though. Have a good rest of your day.",no sale
50783_41,0,74.08,76.9,"You too, Kelly. If circumstances change, feel free to reach out to SmartSource. Take care!",no sale
21358_42,0,1.22,4.57,"Hello, may I speak with Ms. Martinez, please?",no sale
21358_42,1,5.01,6.9,This is she. Who’s calling?,no sale
21358_42,0,7.02,12.18,"Hi, Ms. Martinez. My name’s Roberto—I'm calling from Solis Energy Solutions. How are you today?",no sale
21358_42,1,13.0,15.15,"I’m fine, thanks. Is this another sales call?",no sale
21358_42,0,15.44,21.33,Thanks for asking! The reason I’m calling is because we’re offering new discounted energy plans for loyal customers in your area. It’s a quick call—you could save about 15% on your current rates. Do you have a moment to hear more?,no sale
21358_42,1,21.8,24.11,I’m not sure—I’ve already changed my plan recently. Is this long-term?,no sale
21358_42,0,24.64,29.19,"Not at all! Our plans come with no fixed-term contracts, and the discounts apply right from your next billing cycle. Plus, you keep your current provider—just at a lower rate.",no sale
21358_42,1,29.55,33.47,"I appreciate the offer, but honestly, I’ve had several calls about savings. My rates are already pretty good this year.",no sale
21358_42,0,34.2,39.74,"Completely understand. Just to check, how much are you currently paying per month for electricity, if you don’t mind me asking?",no sale
21358_42,1,40.15,42.15,About $62. It hasn’t changed much.,no sale
21358_42,0,42.6,47.34,"With our current promotion, we typically get our customers down to around $52 on average. Would that kind of drop be interesting for you?",no sale
21358_42,1,47.71,50.01,I don’t know. I’d have to check if there are any hidden fees or adjustments.,no sale
21358_42,0,50.19,54.95,"Absolutely, that’s a fair question. There are no hidden fees—the only change is the discounted kilowatt-hour rate. We handle all paperwork for you.",no sale
21358_42,1,55.8,58.22,"I appreciate it, but I’m not ready to decide over the phone. Can you send me an email?",no sale
21358_42,0,58.77,61.02,Of course! What’s the best address for you?,no sale
21358_42,1,61.22,63.18,Just use the contact info you have. Thanks.,no sale
21358_42,0,63.26,68.41,"Perfect. I’ll send you all the information right away. Thanks for your time, Ms. Martinez—if you have any questions after reviewing, just reply to the email or call us anytime.",no sale
21358_42,1,68.65,70.2,Alright. Have a good day.,no sale
91234_43,0,1.02,5.27,"Hello, is this Mr. Walker? My name is Olivia from GreenWave Energy. How are you doing today?",no sale
91234_43,1,5.85,7.06,"I'm well, thank you. What can I do for you?",no sale
91234_43,0,7.14,13.87,I'm reaching out because we've launched a new energy plan for loyal customers like you. It features a lower fixed rate and monthly discounts for the next year. I'd love to tell you more if you have a minute.,no sale
91234_43,1,14.3,17.45,"I appreciate that, but honestly, I'm pretty happy with my current setup.",no sale
91234_43,0,18.01,23.65,"If you don’t mind me asking—are you aware of the rate you’re currently paying per kilowatt-hour? Our plan offers a guaranteed reduction, so most customers are seeing savings in the first month.",no sale
91234_43,1,24.2,27.83,"I'm not actually sure of the exact number, but my bills have been pretty consistent. I’d rather not make any changes right now.",no sale
91234_43,0,28.22,33.77,"There’s absolutely no fee to switch, and you keep the same level of service—just at a better rate. You’d also get a $50 welcome credit on your first bill.",no sale
91234_43,1,34.1,37.24,"I understand, but I’ve had issues with changes in the past and I like to stick with what I know.",no sale
91234_43,0,37.97,41.06,That's completely fair. Would it help if I sent you a summary by email so you could compare and review when it’s convenient?,no sale
91234_43,1,41.58,43.83,"I’d prefer not to receive any emails for now, thank you.",no sale
91234_43,0,44.25,47.33,No problem. Would you like me to follow up in a few months instead?,no sale
91234_43,1,47.84,50.07,"No, that's alright. If I change my mind, I'll reach out directly.",no sale
91234_43,0,50.12,53.21,"Alright. Thank you for your time, Mr. Walker—have a great day.",no sale
59182_44,0,1.2,5.45,"Good afternoon, is this Michelle Baxter?",no sale
59182_44,1,6.0,7.45,"Yes, this is Michelle. Who's calling?",no sale
59182_44,0,8.01,13.53,"Hi Michelle, this is Jason Clark from Ridgeview Energy. I’m calling because you qualify for a special program with new discounts on your electricity rate. Do you have a quick minute?",no sale
59182_44,1,14.1,15.8,"A minute, yes. What’s this about exactly?",no sale
59182_44,0,16.12,22.09,"Thanks! We’re offering customers in your area a new energy plan. It features a 12% discount on your supply charges with no contract lock-in, plus added monthly savings if you bundle with our partner services.",no sale
59182_44,1,22.72,25.83,I see. And how is that any different from what I have now?,no sale
59182_44,0,26.19,31.89,"Good question! Right now, most standard plans in your area charge around 18 cents per kilowatt hour. Our offer is down to 15.8 cents, fixed for 12 months, with zero early termination fees.",no sale
59182_44,1,33.2,37.12,"It sounds decent, but honestly, I just renewed a plan with my current provider last month. I’m not really looking to change.",no sale
59182_44,0,37.38,41.55,Of course! May I ask: did you get a fixed rate or are you on a variable plan right now? Prices have moved a lot lately.,no sale
59182_44,1,42.09,44.4,It’s fixed. And I’ve compared the rates; they’re about the same.,no sale
59182_44,0,44.9,49.65,"That’s great, you did your homework! Our rate does add in some unique benefits, like priority support and free home efficiency consultations, but I understand loyalty is important.",no sale
59182_44,1,50.13,52.83,"Honestly, I don’t think those perks would be very useful for me.",no sale
59182_44,0,53.18,57.88,"Fair enough. Before I let you go, would you like a summary emailed in case you reconsider in the future?",no sale
59182_44,1,58.11,59.74,"No, that's not necessary. But thanks for your time.",no sale
59182_44,0,60.04,62.28,"Alright, completely understood! If your needs ever change, you know where to find us. Have a great afternoon, Michelle.",no sale
58721_45,0,0.9,5.1,"Hello, may I speak with Mr. Ramirez? Hi, this is Julie from GreenSpark Energy.",no sale
58721_45,1,5.7,7.4,This is he. Can I help you?,no sale
58721_45,0,7.6,13.9,"Thanks, Mr. Ramirez. I'll keep this brief. You're a valued customer, and today we’re offering a new energy plan that could save you up to 15% off your current electricity rate.",no sale
58721_45,1,14.1,17.7,"I appreciate the call, but I just signed a fixed-rate contract about a month ago.",no sale
58721_45,0,18.3,24.0,"I completely understand. Out of curiosity, do you know your current kilowatt-hour price? I might be able to beat it, even with the new contract.",no sale
58721_45,1,24.7,28.5,"I believe it’s around 14 cents. The provider guaranteed the rate for two years, so I’m not looking to switch right now.",no sale
58721_45,0,29.4,33.8,"That’s a great rate. Our plan is at 13.5 cents per kilowatt-hour, and there's no cancellation fee on your end if you want to lock in now.",no sale
